Ad,Açıklama,Satış Fiyatı,Alış Fiyatı,Barkod Listesi,Marka,Kategoriler,Etiketler,Metadata Başlık,Slug,Stok,Tip,Desi,Tedarikçi,Satış Kanalı,Varyant Aktiflik
G-Ceram ZF Dentine - A1 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DA1,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - A1 - 50g,ptz050da1,100,PHYSICAL,,,,
G-Ceram ZF Dentine - A2 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DA2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - A2 - 20g,ptz020da2,100,PHYSICAL,,,,
G-Ceram ZF Dentine - A2 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DA2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - A2 - 50g,ptz050da2,100,PHYSICAL,,,,
G-Ceram ZF Dentine - A3 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DA3,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - A3 - 20g,ptz020da3,100,PHYSICAL,,,,
G-Ceram ZF Dentine - A3 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DA3,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - A3 - 50g,ptz050da3,100,PHYSICAL,,,,
G-Ceram ZF Dentine - A3.5 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DA3.5,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - A3.5 - 20g,ptz020da3.5,100,PHYSICAL,,,,
G-Ceram ZF Dentine - A3.5 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DA3.5,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - A3.5 - 50g,ptz050da3.5,100,PHYSICAL,,,,
G-Ceram ZF Dentine - A4 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DA4,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - A4 - 20g,ptz020da4,100,PHYSICAL,,,,
G-Ceram ZF Dentine - A4 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DA4,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - A4 - 50g,ptz050da4,100,PHYSICAL,,,,
G-Ceram ZF Dentine - B1 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DB1,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - B1 - 20g,ptz020db1,100,PHYSICAL,,,,
G-Ceram ZF Dentine - B1 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DB1,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - B1 - 50g,ptz050db1,100,PHYSICAL,,,,
G-Ceram ZF Dentine - B2 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DB2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - B2 - 20g,ptz020db2,100,PHYSICAL,,,,
G-Ceram ZF Dentine - B2 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DB2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - B2 - 50g,ptz050db2,100,PHYSICAL,,,,
G-Ceram ZF Dentine - B3 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DB3,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - B3 - 20g,ptz020db3,100,PHYSICAL,,,,
G-Ceram ZF Dentine - B3 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DB3,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - B3 - 50g,ptz050db3,100,PHYSICAL,,,,
G-Ceram ZF Dentine - B4 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DB4,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - B4 - 20g,ptz020db4,100,PHYSICAL,,,,
G-Ceram ZF Dentine - B4 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DB4,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - B4 - 50g,ptz050db4,100,PHYSICAL,,,,
G-Ceram ZF Dentine - C1 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DC1,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - C1 - 20g,ptz020dc1,100,PHYSICAL,,,,
G-Ceram ZF Dentine - C1 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DC1,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - C1 - 50g,ptz050dc1,100,PHYSICAL,,,,
G-Ceram ZF Dentine - C2 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DC2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - C2 - 20g,ptz020dc2,100,PHYSICAL,,,,
G-Ceram ZF Dentine - C2 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DC2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - C2 - 50g,ptz050dc2,100,PHYSICAL,,,,
G-Ceram ZF Dentine - C3 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DC3,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - C3 - 20g,ptz020dc3,100,PHYSICAL,,,,
G-Ceram ZF Dentine - C3 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DC3,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - C3 - 50g,ptz050dc3,100,PHYSICAL,,,,
G-Ceram ZF Dentine - C4 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DC4,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - C4 - 20g,ptz020dc4,100,PHYSICAL,,,,
G-Ceram ZF Dentine - C4 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DC4,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - C4 - 50g,ptz050dc4,100,PHYSICAL,,,,
G-Ceram ZF Dentine - D2 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DD2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - D2 - 20g,ptz020dd2,100,PHYSICAL,,,,
G-Ceram ZF Dentine - D2 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DD2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - D2 - 50g,ptz050dd2,100,PHYSICAL,,,,
G-Ceram ZF Dentine - D3 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DD3,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - D3 - 20g,ptz020dd3,100,PHYSICAL,,,,
G-Ceram ZF Dentine - D3 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DD3,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - D3 - 50g,ptz050dd3,100,PHYSICAL,,,,
G-Ceram ZF Dentine - D4 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ020DD4,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - D4 - 20g,ptz020dd4,100,PHYSICAL,,,,
G-Ceram ZF Dentine - D4 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ050DD4,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Dentine - D4 - 50g,ptz050dd4,100,PHYSICAL,,,,
G-Ceram ZF Incisal - I1 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ1S0I1,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Incisal - I1 - 20g,ptz1s0i1,100,PHYSICAL,,,,
G-Ceram ZF Incisal - I1 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ1S0I1-2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Incisal - I1 - 50g,ptz1s0i1-2,100,PHYSICAL,,,,
G-Ceram ZF Incisal - I2 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ1S0I2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Incisal - I2 - 20g,ptz1s0i2,100,PHYSICAL,,,,
G-Ceram ZF Incisal - I2 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ1S0I2-2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Incisal - I2 - 50g,ptz1s0i2-2,100,PHYSICAL,,,,
G-Ceram ZF Incisal - I3 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ1S0I3,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Incisal - I3 - 20g,ptz1s0i3,100,PHYSICAL,,,,
G-Ceram ZF Incisal - I3 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ1S0I3-2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Incisal - I3 - 50g,ptz1s0i3-2,100,PHYSICAL,,,,
G-Ceram ZF Incisal - I4 - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ1S0I4,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Incisal - I4 - 20g,ptz1s0i4,100,PHYSICAL,,,,
G-Ceram ZF Incisal - I4 - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ1S0I4-2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Incisal - I4 - 50g,ptz1s0i4-2,100,PHYSICAL,,,,
G-Ceram ZF Incisal - T - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ1S0T,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Incisal - T - 20g,ptz1s0t,100,PHYSICAL,,,,
G-Ceram ZF Incisal - T - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ1S0T-2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Incisal - T - 50g,ptz1s0t-2,100,PHYSICAL,,,,
G-Ceram ZF Incisal - V - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ1S0V,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Incisal - V - 20g,ptz1s0v,100,PHYSICAL,,,,
G-Ceram ZF Incisal - V - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZ1S0V-2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Incisal - V - 50g,ptz1s0v-2,100,PHYSICAL,,,,
G-Ceram ZF Shoulder - Bleach - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZS0BL,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Shoulder - Bleach - 20g,ptzs0bl,100,PHYSICAL,,,,
G-Ceram ZF Shoulder - Bleach - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZS0BL-2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Shoulder - Bleach - 50g,ptzs0bl-2,100,PHYSICAL,,,,
G-Ceram ZF Shoulder - Light - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZS0LT,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Shoulder - Light - 20g,ptzs0lt,100,PHYSICAL,,,,
G-Ceram ZF Shoulder - Light - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZS0LT-2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Shoulder - Light - 50g,ptzs0lt-2,100,PHYSICAL,,,,
G-Ceram ZF Shoulder - Medium - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZS0M,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Shoulder - Medium - 20g,ptzs0m,100,PHYSICAL,,,,
G-Ceram ZF Shoulder - Medium - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZS0M-2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Shoulder - Medium - 50g,ptzs0m-2,100,PHYSICAL,,,,
G-Ceram ZF Shoulder - Medium Dark - 20g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZS0MD,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Shoulder - Medium Dark - 20g,ptzs0md,100,PHYSICAL,,,,
G-Ceram ZF Shoulder - Medium Dark - 50g,"G-Ceram ZF Zirconia-Ceramic powder is a natural feldspathic porcelain powder, which is used to make zirconium oxide (ZrO2) and both lithium disilicate (LS2) sub-structured porcelain crowns and bridges, porcelain veneer.
Thanks to its modelling ease of use, G-Ceram ZF Zirconia-Ceramic powder is a reliable ceramic powder for veneering.",,,PTZS0MD-2,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,zirconia-ceramic,dental",G-Ceram ZF Shoulder - Medium Dark - 50g,ptzs0md-2,100,PHYSICAL,,,,
